숫자|기수|서수|서수(단위용)|다이얼(공)|다이얼(영)
1412|천 사백 십 이|천 사백 십 둘|천 사백 십 두|일사일이|일사일이
1413|천 사백 십 삼|천 사백 십 셋|천 사백 십 세|일사일삼|일사일삼
1414|천 사백 십 사|천 사백 십 넷|천 사백 십 네|일사일사|일사일사
1415|천 사백 십 오|천 사백 십 다섯|천 사백 십 다섯|일사일오|일사일오
1416|천 사백 십 육|천 사백 십 여섯|천 사백 십 여섯|일사일육|일사일육
1417|천 사백 십 칠|천 사백 십 일곱|천 사백 십 일곱|일사일칠|일사일칠
1418|천 사백 십 팔|천 사백 십 여덟|천 사백 십 여덟|일사일팔|일사일팔
1419|천 사백 십 구|천 사백 십 아홉|천 사백 십 아홉|일사일구|일사일구
1420|천 사백 이십|천 사백 스물|천 사백 스무|일사이공|일사이영
1421|천 사백 이십 일|천 사백 스물 하나|천 사백 스물 한|일사이일|일사이일
1422|천 사백 이십 이|천 사백 스물 둘|천 사백 스물 두|일사이이|일사이이
1423|천 사백 이십 삼|천 사백 스물 셋|천 사백 스물 세|일사이삼|일사이삼
1424|천 사백 이십 사|천 사백 스물 넷|천 사백 스물 네|일사이사|일사이사
1425|천 사백 이십 오|천 사백 스물 다섯|천 사백 스물 다섯|일사이오|일사이오
1426|천 사백 이십 육|천 사백 스물 여섯|천 사백 스물 여섯|일사이육|일사이육
1427|천 사백 이십 칠|천 사백 스물 일곱|천 사백 스물 일곱|일사이칠|일사이칠
1428|천 사백 이십 팔|천 사백 스물 여덟|천 사백 스물 여덟|일사이팔|일사이팔
1429|천 사백 이십 구|천 사백 스물 아홉|천 사백 스물 아홉|일사이구|일사이구
1430|천 사백 삼십|천 사백 서른|천 사백 서른|일사삼공|일사삼영
1431|천 사백 삼십 일|천 사백 서른 하나|천 사백 서른 한|일사삼일|일사삼일
1432|천 사백 삼십 이|천 사백 서른 둘|천 사백 서른 두|일사삼이|일사삼이
1433|천 사백 삼십 삼|천 사백 서른 셋|천 사백 서른 세|일사삼삼|일사삼삼
1434|천 사백 삼십 사|천 사백 서른 넷|천 사백 서른 네|일사삼사|일사삼사
1435|천 사백 삼십 오|천 사백 서른 다섯|천 사백 서른 다섯|일사삼오|일사삼오
1436|천 사백 삼십 육|천 사백 서른 여섯|천 사백 서른 여섯|일사삼육|일사삼육
1437|천 사백 삼십 칠|천 사백 서른 일곱|천 사백 서른 일곱|일사삼칠|일사삼칠
1438|천 사백 삼십 팔|천 사백 서른 여덟|천 사백 서른 여덟|일사삼팔|일사삼팔
1439|천 사백 삼십 구|천 사백 서른 아홉|천 사백 서른 아홉|일사삼구|일사삼구
1440|천 사백 사십|천 사백 마흔|천 사백 마흔|일사사공|일사사영
1441|천 사백 사십 일|천 사백 마흔 하나|천 사백 마흔 한|일사사일|일사사일
1442|천 사백 사십 이|천 사백 마흔 둘|천 사백 마흔 두|일사사이|일사사이
1443|천 사백 사십 삼|천 사백 마흔 셋|천 사백 마흔 세|일사사삼|일사사삼
1444|천 사백 사십 사|천 사백 마흔 넷|천 사백 마흔 네|일사사사|일사사사
1445|천 사백 사십 오|천 사백 마흔 다섯|천 사백 마흔 다섯|일사사오|일사사오
1446|천 사백 사십 육|천 사백 마흔 여섯|천 사백 마흔 여섯|일사사육|일사사육
1447|천 사백 사십 칠|천 사백 마흔 일곱|천 사백 마흔 일곱|일사사칠|일사사칠
1448|천 사백 사십 팔|천 사백 마흔 여덟|천 사백 마흔 여덟|일사사팔|일사사팔
1449|천 사백 사십 구|천 사백 마흔 아홉|천 사백 마흔 아홉|일사사구|일사사구
1450|천 사백 오십|천 사백 쉰|천 사백 쉰|일사오공|일사오영
1451|천 사백 오십 일|천 사백 쉰 하나|천 사백 쉰 한|일사오일|일사오일
1452|천 사백 오십 이|천 사백 쉰 둘|천 사백 쉰 두|일사오이|일사오이
1453|천 사백 오십 삼|천 사백 쉰 셋|천 사백 쉰 세|일사오삼|일사오삼
1454|천 사백 오십 사|천 사백 쉰 넷|천 사백 쉰 네|일사오사|일사오사
1455|천 사백 오십 오|천 사백 쉰 다섯|천 사백 쉰 다섯|일사오오|일사오오
1456|천 사백 오십 육|천 사백 쉰 여섯|천 사백 쉰 여섯|일사오육|일사오육
1457|천 사백 오십 칠|천 사백 쉰 일곱|천 사백 쉰 일곱|일사오칠|일사오칠
1458|천 사백 오십 팔|천 사백 쉰 여덟|천 사백 쉰 여덟|일사오팔|일사오팔
1459|천 사백 오십 구|천 사백 쉰 아홉|천 사백 쉰 아홉|일사오구|일사오구
1460|천 사백 육십|천 사백 예순|천 사백 예순|일사육공|일사육영
1461|천 사백 육십 일|천 사백 예순 하나|천 사백 예순 한|일사육일|일사육일
1462|천 사백 육십 이|천 사백 예순 둘|천 사백 예순 두|일사육이|일사육이
1463|천 사백 육십 삼|천 사백 예순 셋|천 사백 예순 세|일사육삼|일사육삼
1464|천 사백 육십 사|천 사백 예순 넷|천 사백 예순 네|일사육사|일사육사
1465|천 사백 육십 오|천 사백 예순 다섯|천 사백 예순 다섯|일사육오|일사육오
1466|천 사백 육십 육|천 사백 예순 여섯|천 사백 예순 여섯|일사육육|일사육육
1467|천 사백 육십 칠|천 사백 예순 일곱|천 사백 예순 일곱|일사육칠|일사육칠
1468|천 사백 육십 팔|천 사백 예순 여덟|천 사백 예순 여덟|일사육팔|일사육팔
1469|천 사백 육십 구|천 사백 예순 아홉|천 사백 예순 아홉|일사육구|일사육구
1470|천 사백 칠십|천 사백 일흔|천 사백 일흔|일사칠공|일사칠영
1471|천 사백 칠십 일|천 사백 일흔 하나|천 사백 일흔 한|일사칠일|일사칠일
1472|천 사백 칠십 이|천 사백 일흔 둘|천 사백 일흔 두|일사칠이|일사칠이
1473|천 사백 칠십 삼|천 사백 일흔 셋|천 사백 일흔 세|일사칠삼|일사칠삼
1474|천 사백 칠십 사|천 사백 일흔 넷|천 사백 일흔 네|일사칠사|일사칠사
1475|천 사백 칠십 오|천 사백 일흔 다섯|천 사백 일흔 다섯|일사칠오|일사칠오
1476|천 사백 칠십 육|천 사백 일흔 여섯|천 사백 일흔 여섯|일사칠육|일사칠육
1477|천 사백 칠십 칠|천 사백 일흔 일곱|천 사백 일흔 일곱|일사칠칠|일사칠칠
1478|천 사백 칠십 팔|천 사백 일흔 여덟|천 사백 일흔 여덟|일사칠팔|일사칠팔
1479|천 사백 칠십 구|천 사백 일흔 아홉|천 사백 일흔 아홉|일사칠구|일사칠구
1480|천 사백 팔십|천 사백 여든|천 사백 여든|일사팔공|일사팔영
1481|천 사백 팔십 일|천 사백 여든 하나|천 사백 여든 한|일사팔일|일사팔일
1482|천 사백 팔십 이|천 사백 여든 둘|천 사백 여든 두|일사팔이|일사팔이
1483|천 사백 팔십 삼|천 사백 여든 셋|천 사백 여든 세|일사팔삼|일사팔삼
1484|천 사백 팔십 사|천 사백 여든 넷|천 사백 여든 네|일사팔사|일사팔사
1485|천 사백 팔십 오|천 사백 여든 다섯|천 사백 여든 다섯|일사팔오|일사팔오
1486|천 사백 팔십 육|천 사백 여든 여섯|천 사백 여든 여섯|일사팔육|일사팔육
1487|천 사백 팔십 칠|천 사백 여든 일곱|천 사백 여든 일곱|일사팔칠|일사팔칠
1488|천 사백 팔십 팔|천 사백 여든 여덟|천 사백 여든 여덟|일사팔팔|일사팔팔
1489|천 사백 팔십 구|천 사백 여든 아홉|천 사백 여든 아홉|일사팔구|일사팔구
1490|천 사백 구십|천 사백 아흔|천 사백 아흔|일사구공|일사구영
1491|천 사백 구십 일|천 사백 아흔 하나|천 사백 아흔 한|일사구일|일사구일
1492|천 사백 구십 이|천 사백 아흔 둘|천 사백 아흔 두|일사구이|일사구이
1493|천 사백 구십 삼|천 사백 아흔 셋|천 사백 아흔 세|일사구삼|일사구삼
1494|천 사백 구십 사|천 사백 아흔 넷|천 사백 아흔 네|일사구사|일사구사
1495|천 사백 구십 오|천 사백 아흔 다섯|천 사백 아흔 다섯|일사구오|일사구오
1496|천 사백 구십 육|천 사백 아흔 여섯|천 사백 아흔 여섯|일사구육|일사구육
1497|천 사백 구십 칠|천 사백 아흔 일곱|천 사백 아흔 일곱|일사구칠|일사구칠
1498|천 사백 구십 팔|천 사백 아흔 여덟|천 사백 아흔 여덟|일사구팔|일사구팔
1499|천 사백 구십 구|천 사백 아흔 아홉|천 오백|일사구구|일사구구
1500|천 오백|천 오백|천 오백|일오공공|일오영영
1501|천 오백 일|천 오백 하나|천 오백 한|일오공일|일오영일
1502|천 오백 이|천 오백 둘|천 오백 두|일오공이|일오영이
1503|천 오백 삼|천 오백 셋|천 오백 세|일오공삼|일오영삼
1504|천 오백 사|천 오백 넷|천 오백 네|일오공사|일오영사
1505|천 오백 오|천 오백 다섯|천 오백 다섯|일오공이오|일오영오
1506|천 오백 육|천 오백 여섯|천 오백 여섯|일오공육|일오영육
1507|천 오백 칠|천 오백 일곱|천 오백 일곱|일오공칠|일오영칠
1508|천 오백 팔|천 오백 여덟|천 오백 여덟|일오공팔|일오영팔
1509|천 오백 구|천 오백 아홉|천 오백 아홉|일오공구|일오영구
1510|천 오백 십|천 오백 십|천 오백 십|일오일공|일오일영
1511|천 오백 십 일|천 오백 십 하나|천 오백 십 한|일오일일|일오일일
1512|천 오백 십 이|천 오백 십 둘|천 오백 십 두|일오일이|일오일이
1513|천 오백 십 삼|천 오백 십 셋|천 오백 십 세|일오일삼|일오일삼
1514|천 오백 십 사|천 오백 십 넷|천 오백 십 네|일오일사|일오일사
1515|천 오백 십 오|천 오백 십 다섯|천 오백 십 다섯|일오일오|일오일오
1516|천 오백 십 육|천 오백 십 여섯|천 오백 십 여섯|일오일육|일오일육
1517|천 오백 십 칠|천 오백 십 일곱|천 오백 십 일곱|일오일칠|일오일칠
1518|천 오백 십 팔|천 오백 십 여덟|천 오백 십 여덟|일오일팔|일오일팔
1519|천 오백 십 구|천 오백 십 아홉|천 오백 십 아홉|일오일구|일오일구
1520|천 오백 이십|천 오백 스물|천 오백 스무|일오이공|일오이영
1521|천 오백 이십 일|천 오백 스물 하나|천 오백 스물 한|일오이일|일오이일
1522|천 오백 이십 이|천 오백 스물 둘|천 오백 스물 두|일오이이|일오이이
1523|천 오백 이십 삼|천 오백 스물 셋|천 오백 스물 세|일오이삼|일오이삼
1524|천 오백 이십 사|천 오백 스물 넷|천 오백 스물 네|일오이사|일오이사
1525|천 오백 이십 오|천 오백 스물 다섯|천 오백 스물 다섯|일오이오|일오이오
1526|천 오백 이십 육|천 오백 스물 여섯|천 오백 스물 여섯|일오이육|일오이육
1527|천 오백 이십 칠|천 오백 스물 일곱|천 오백 스물 일곱|일오이칠|일오이칠
1528|천 오백 이십 팔|천 오백 스물 여덟|천 오백 스물 여덟|일오이팔|일오이팔
1529|천 오백 이십 구|천 오백 스물 아홉|천 오백 스물 아홉|일오이구|일오이구
1530|천 오백 삼십|천 오백 서른|천 오백 서른|일오삼공|일오삼영
1531|천 오백 삼십 일|천 오백 서른 하나|천 오백 서른 한|일오삼일|일오삼일
1532|천 오백 삼십 이|천 오백 서른 둘|천 오백 서른 두|일오삼이|일오삼이
1533|천 오백 삼십 삼|천 오백 서른 셋|천 오백 서른 세|일오삼삼|일오삼삼
1534|천 오백 삼십 사|천 오백 서른 넷|천 오백 서른 네|일오삼사|일오삼사
1535|천 오백 삼십 오|천 오백 서른 다섯|천 오백 서른 다섯|일오삼오|일오삼오
1536|천 오백 삼십 육|천 오백 서른 여섯|천 오백 서른 여섯|일오삼육|일오삼육
1537|천 오백 삼십 칠|천 오백 서른 일곱|천 오백 서른 일곱|일오삼칠|일오삼칠
1538|천 오백 삼십 팔|천 오백 서른 여덟|천 오백 서른 여덟|일오삼팔|일오삼팔
1539|천 오백 삼십 구|천 오백 서른 아홉|천 오백 서른 아홉|일오삼구|일오삼구
1540|천 오백 사십|천 오백 마흔|천 오백 마흔|일오사공|일오사영
1541|천 오백 사십 일|천 오백 마흔 하나|천 오백 마흔 한|일오사일|일오사일
1542|천 오백 사십 이|천 오백 마흔 둘|천 오백 마흔 두|일오사이|일오사이
1543|천 오백 사십 삼|천 오백 마흔 셋|천 오백 마흔 세|일오사삼|일오사삼
1544|천 오백 사십 사|천 오백 마흔 넷|천 오백 마흔 네|일오사사|일오사사
1545|천 오백 사십 오|천 오백 마흔 다섯|천 오백 마흔 다섯|일오사오|일오사오
1546|천 오백 사십 육|천 오백 마흔 여섯|천 오백 마흔 여섯|일오사육|일오사육
1547|천 오백 사십 칠|천 오백 마흔 일곱|천 오백 마흔 일곱|일오사칠|일오사칠
1548|천 오백 사십 팔|천 오백 마흔 여덟|천 오백 마흔 여덟|일오사팔|일오사팔
1549|천 오백 사십 구|천 오백 마흔 아홉|천 오백 마흔 아홉|일오사구|일오사구
1550|천 오백 오십|천 오백 쉰|천 오백 쉰|일오오공|일오오영
1551|천 오백 오십 일|천 오백 쉰 하나|천 오백 쉰 한|일오오일|일오오일
1552|천 오백 오십 이|천 오백 쉰 둘|천 오백 쉰 두|일오오이|일오오이
1553|천 오백 오십 삼|천 오백 쉰 셋|천 오백 쉰 세|일오오삼|일오오삼
1554|천 오백 오십 사|천 오백 쉰 넷|천 오백 쉰 네|일오오사|일오오사
1555|천 오백 오십 오|천 오백 쉰 다섯|천 오백 쉰 다섯|일오오오|일오오오
1556|천 오백 오십 육|천 오백 쉰 여섯|천 오백 쉰 여섯|일오오육|일오오육
1557|천 오백 오십 칠|천 오백 쉰 일곱|천 오백 쉰 일곱|일오오칠|일오오칠
1558|천 오백 오십 팔|천 오백 쉰 여덟|천 오백 쉰 여덟|일오오팔|일오오팔
1559|천 오백 오십 구|천 오백 쉰 아홉|천 오백 쉰 아홉|일오오구|일오오구
1560|천 오백 육십|천 오백 예순|천 오백 예순|일오육공|일오육영
1561|천 오백 육십 일|천 오백 예순 하나|천 오백 예순 한|일오육일|일오육일
1562|천 오백 육십 이|천 오백 예순 둘|천 오백 예순 두|일오육이|일오육이
1563|천 오백 육십 삼|천 오백 예순 셋|천 오백 예순 세|일오육삼|일오육삼
1564|천 오백 육십 사|천 오백 예순 넷|천 오백 예순 네|일오육사|일오육사
1565|천 오백 육십 오|천 오백 예순 다섯|천 오백 예순 다섯|일오육오|일오육오
1566|천 오백 육십 육|천 오백 예순 여섯|천 오백 예순 여섯|일오육육|일오육육
1567|천 오백 육십 칠|천 오백 예순 일곱|천 오백 예순 일곱|일오육칠|일오육칠
1568|천 오백 육십 팔|천 오백 예순 여덟|천 오백 예순 여덟|일오육팔|일오육팔
1569|천 오백 육십 구|천 오백 예순 아홉|천 오백 예순 아홉|일오육구|일오육구
1570|천 오백 칠십|천 오백 일흔|천 오백 일흔|일오칠공|일오칠영
1571|천 오백 칠십 일|천 오백 일흔 하나|천 오백 일흔 한|일오칠일|일오칠일
1572|천 오백 칠십 이|천 오백 일흔 둘|천 오백 일흔 두|일오칠이|일오칠이
1573|천 오백 칠십 삼|천 오백 일흔 셋|천 오백 일흔 세|일오칠삼|일오칠삼
1574|천 오백 칠십 사|천 오백 일흔 넷|천 오백 일흔 네|일오칠사|일오칠사
1575|천 오백 칠십 오|천 오백 일흔 다섯|천 오백 일흔 다섯|일오칠오|일오칠오
1576|천 오백 칠십 육|천 오백 일흔 여섯|천 오백 일흔 여섯|일오칠육|일오칠육
1577|천 오백 칠십 칠|천 오백 일흔 일곱|천 오백 일흔 일곱|일오칠칠|일오칠칠
1578|천 오백 칠십 팔|천 오백 일흔 여덟|천 오백 일흔 여덟|일오칠팔|일오칠팔
1579|천 오백 칠십 구|천 오백 일흔 아홉|천 오백 일흔 아홉|일오칠구|일오칠구
1580|천 오백 팔십|천 오백 여든|천 오백 여든|일오팔공|일오팔영
1581|천 오백 팔십 일|천 오백 여든 하나|천 오백 여든 한|일오팔일|일오팔일
1582|천 오백 팔십 이|천 오백 여든 둘|천 오백 여든 두|일오팔이|일오팔이
1583|천 오백 팔십 삼|천 오백 여든 셋|천 오백 여든 세|일오팔삼|일오팔삼
1584|천 오백 팔십 사|천 오백 여든 넷|천 오백 여든 네|일오팔사|일오팔사
1585|천 오백 팔십 오|천 오백 여든 다섯|천 오백 여든 다섯|일오팔오|일오팔오
1586|천 오백 팔십 육|천 오백 여든 여섯|천 오백 여든 여섯|일오팔육|일오팔육
1587|천 오백 팔십 칠|천 오백 여든 일곱|천 오백 여든 일곱|일오팔칠|일오팔칠
1588|천 오백 팔십 팔|천 오백 여든 여덟|천 오백 여든 여덟|일오팔팔|일오팔팔
1589|천 오백 팔십 구|천 오백 여든 아홉|천 오백 여든 아홉|일오팔구|일오팔구
1590|천 오백 구십|천 오백 아흔|천 오백 아흔|일오구공|일오구영
1591|천 오백 구십 일|천 오백 아흔 하나|천 오백 아흔 한|일오구일|일오구일
1592|천 오백 구십 이|천 오백 아흔 둘|천 오백 아흔 두|일오구이|일오구이
